,question,doc_id
138,What is the plot premise of the Team17 artillery title released on PS4 and Xbox One in mid-2014?,8967
139,Which console-focused entry in the invertebrate-based franchise centers on a conflict involving a stone carrot and Lord Crowley-Mesmer?,8967
140,Can you identify the 2014 tactical combat game where players navigate a museum setting to reclaim an artifact from a power-hungry antagonist?,8967
141,What N64 title involves miniature automobile combat and features tracks located in domestic settings like kitchens?,8497
142,Can you describe the gameplay of the 1999 racing release that allows players to drive tanks and ice cream vans on household furniture?,8497
143,Which classic home console racing game is known for its toy-sized vehicles and strategic combat elements?,8497
144,What are the core gameplay mechanics introduced in the sequel to Tales of Symphonia?,5210
145,Can you describe the narrative premise and the main protagonists featured in the follow-up to the original GameCube title?,5210
146,How does the combat and creature collection system work in the game that continues the story of Lloyd and Colette?,5210
147,What are the narrative details concerning the conflict between Fox McCloud and Andross in the Lylat system?,6890
148,How does the handheld port of this classic flying shooter utilize its specific hardware features to improve gameplay perception?,6890
149,Can you describe the plot background of the Cornerian military struggle against the scientist banished to Venom?,6890
150,What is the plot of the standalone fantasy strategy expansion developed by Stardock?,10298
151,Can you describe the gameplay premise of the title where players build empires in the land of Elemental?,10298
152,What specific mythical adversaries do commanders face in the game featuring the Fallen Enchantress?,10298
153,What game features a mechanic where players use glitches to manipulate the environment and enemies?,8652
154,Can you describe the plot of the title where a scientist wakes up in an unknown world following a laboratory incident?,8652
155,Which indie title involves exploring a maze-like extraterrestrial setting while collecting various power-ups and specialized weaponry?,8652
156,What is the name of that vintage DOS title featuring a viewpoint from inside the character's eyes?,2435
157,Can you identify an old school role-playing experience played from a subjective perspective available on early PC operating systems?,2435
158,Which classic software involves traversing subterranean labyrinths on the Disk Operating System?,2435
159,What classic fantasy RPG title combines Clouds of Xeen and Darkside of Xeen into a single experience?,7738
160,Which 90s era role-playing game featured the innovative ability to transition between two massive game maps using CD-ROM voice acting?,7738
161,Can you identify the two-part PC adventure game where players combat evil tyrants across an expanded combined map?,7738
162,What is a highly regarded tactical war simulation title exclusive to the Nokia mobile gaming handheld?,6270
163,Can you name a legendary combat simulation experience developed for the N-Gage console?,6270
164,Which war-themed tabletop style video game is often remembered as a hidden treasure for the N-Gage device?,6270
165,What is the premise of the classic 90s Sega light gun shooter featuring Agent Rogan?,2469
166,Can you describe the plot involving Dr. Curien and the rescue mission at his estate?,2469
167,Which boss encounters and multiple conclusions characterize this 1996 arcade survival horror title?,2469
168,What are the specific console platforms that feature this digital adaptation of the popular game show released in 2012?,6678
169,Which developer was responsible for creating this interactive version of the TV program featuring Steve Harvey?,6678
170,Can you describe the gameplay mechanics and different modes available in the title that pits two groups against one another to guess survey results?,6678
171,What kind of strategic mechanical-themed dungeon crawler features a rebellion against faulty machines?,9221
172,Can you provide details on the title where players command Exos to prevent an urban destruction by stopping a machine revolt?,9221
173,Which software application involves upgrading armored suits to combat erratic synthetic foes in a turn-based format?,9221
174,What dirt bike racing title was published by Ubisoft for the Nintendo Wii?,5078
175,Which company created the motocross experience that followed Excitebike 64?,5078
176,Can you identify the Wii console release that emphasizes high-speed nitro acceleration during motorcycle competitions?,5078
177,What classic arcade title is widely recognized for igniting the 1990s competitive martial arts game craze?,3186
178,Which legendary Capcom release introduced the mechanic of selecting from a diverse roster of fighters with unique abilities?,3186
179,Can you describe the gameplay mechanics and bonus stages featured in the influential sequel that succeeded the original 1987 brawler?,3186
180,What is the plot background for the second title in the original tactical anti-terrorist series by Ubisoft?,1843
181,Can you describe the narrative premise concerning the Russian mafia and plutonium in a classic 90s special operations shooter?,1843
182,What historical events serve as the setting for the tactical counter-terrorism game involving elite international forces in post-Cold War Russia?,1843
183,Which company developed the portable adaptation of the classic big game simulation franchise?,268
184,Can you provide information about the title that brought wildlife simulation gameplay to handheld devices via Glu?,268
185,What is the background behind the handheld release of this popular hunting simulation series?,268
186,What is the title of the adventure game where you play as an insect navigating a bar?,10020
187,Can you provide details about the classic title involving a mysterious transformation inside a San Francisco dive bar?,10020
188,Which cult puzzle game features a protagonist who turns into a cockroach while exploring Eddie's Bar?,10020
189,What is the plot of the interactive adaptation centered on RJ and his friends living behind the hedge?,4059
190,Which title features Dwayne the Verminator trying to stop forest animals from collecting household appliances?,4059
191,Can you provide details about the gameplay and story of the 2006 title involving Vincent the bear and mind-controlled creatures?,4059
192,What are the different competitive options available in the 1997 Formula 1 racing simulation?,3487
193,Can you describe the gameplay mechanics and specific modes included in the 1997 season racing title?,3487
194,Which historical racing scenarios can players relive in the challenge mode of this classic motorsport game?,3487
195,What is the plot premise of the retro shooter featuring Commandant Gopher and Lars XVIII?,1479
196,Could you provide details about the third entry in the classic arcade series where players must thwart a Bacterian assassination plot?,1479
197,Which game involves stopping an antagonist from altering historical events by targeting a young leader?,1479
198,What is the debut title in the Spiderweb Software fantasy series about banished individuals?,7765
199,Can you identify a retro RPG centered around underground outcasts seeking retribution against an oppressive ruling power?,7765
200,Which classic role-playing game focuses on navigating a subterranean prison society created by a tyrannical government?,7765
201,What was the first GameCube release to feature local area network connectivity for multiplayer matches?,2777
202,Can you describe the three primary gameplay styles available in the 2003 title featuring the pink protagonist on vehicles?,2777
203,Which developer created the racing title released for the Nintendo GameCube that supported up to four simultaneous players?,2777
204,What is the plot behind the action game featuring Shyna Nera Shyna?,1356
205,Can you describe the core mechanics involved in the title that utilizes the two-attribute system?,1356
206,Which classic action title is the gameplay of this specific side-scroller compared to?,1356
207,What is the basic gameplay mechanic of the popular mobile title developed by King that involves aligning colorful sweets?,5636
208,Could you provide information regarding the gameplay objectives and genre of the title Candy Crush Saga?,5636
209,Which developer is responsible for the match-three puzzle release that asks players to clear board objectives using a limited number of turns?,5636
210,What is the primary objective in the strategy game where you control an Armored Command Unit?,7201
211,Can you describe the core gameplay mechanics and resource management system of this 2010 real-time strategy title?,7201
212,How do players defeat their rivals in the sequel to Supreme Commander?,7201
213,What interactive entertainment title allows users to participate in various winter sports disciplines from the 2006 Olympic Games?,6205
214,Can you provide details about the gameplay features and available sports in the official 2006 Winter Olympic video game?,6205
215,"Which sports-themed simulator includes events like ice hockey, bobsleigh, and biathlon for up to four participants?",6205
216,What is the premise of the fourth installment in the Saints Row franchise involving an alien invasion?,1981
217,Can you describe the setting where the leader of the Saints fights the Zin forces?,1981
218,How does the narrative trajectory of Saints Row IV differ from its predecessors in the series?,1981
219,"What PC title is recognized as a classic RPG featuring non-linear progression and a vast, interactive environment?",671
220,Can you provide details about the fantasy epic where a Chosen One must gather seven races in Rivellon to defeat the forces of Chaos?,671
221,"Which role-playing adventure, composed by Kirill Pokrovsky, offers players the freedom to mix and match dozens of skills regardless of their character archetype?",671
222,What PlayStation-exclusive title involves high-speed hovercraft racing within the F7200 league?,1540
223,Can you provide details about the third installment of the Psygnosis futuristic racing franchise?,1540
224,Which 1999 video game features combat-based competitions on anti-gravity vehicles through urban environments?,1540
225,What are the key gameplay innovations introduced in the ninth installment of Nintendo's popular digital board game series for the Wii?,2336
226,Can you describe how the vehicle mechanics and cooperative boss encounters function in this specific entry of the board game series?,2336
227,What extra activities and unlockable features are included in this Wii title besides the main stage progression?,2336
228,What is the plot behind the mechanical combat game featuring Roy Becket?,8356
229,Can you provide the summary and narrative background for the title where a pilot fights against an alien threat to humanity?,8356
230,What is the premise of the video game that involves piloting a mecha to stop the Filune?,8356
231,Which studio produced the handheld reboot of the famous rabbit platformer series?,6477
232,Can you provide details about the Game Boy Advance installment of the Jazz Jackrabbit franchise?,6477
233,How does the developer of the GBA version of Jazz Jackrabbit differ from the original series creators?,6477
234,What is the title of the expansion set that continues the story of the dark fantasy RPG set in Sanctuary?,3182
235,Can you provide details about the gameplay mechanics and the central setting for the third installment of the Diablo action-RPG series?,3182
236,What is the general consensus and user reception score for the Reaper of Souls expansion of Diablo III?,3182
237,What is the plot about a futuristic mission to locate Mondra Diamond?,9108
238,Can you provide details on the space-themed title featuring Perry Rhodan?,9108
239,Which science fiction point-and-click game involves investigating mysteries across alien planets?,9108
240,What classic BTCC simulation title was praised as the premier driving game for consoles before Gran Turismo launched?,8000
241,Which 1997 racing simulation included licensed vehicles and circuits from the British Touring Car event?,8000
242,Can you provide details regarding the launch year and initial target hardware for the first entry in the TOCA series?,8000
243,What classic SNES title allows users to play with a mouse peripheral to guide a blinded character through levels?,1709
244,Can you describe the puzzle game where Wanda the fairy helps navigate obstacles for a main Nintendo character blinded by a bucket?,1709
245,Which 16-bit era title features a storyline involving Wario flying in a plane called the Bulldog and interfering with the protagonist's vision?,1709
246,What is the handheld console entry in the stealth franchise that features an alternate narrative set after the first mission?,5600
247,Can you describe the premise of the title released for the Nintendo portable system that depicts Solid Snake tackling a nuclear threat?,5600
248,Which independent stealth release for the Game Boy Color operates outside the main series timeline?,5600
249,What classic 90s sports title highlights a famous Seattle Mariners outfielder?,9615
250,Can you name the SNES software that features a roster of professional ballclubs and customizable season lengths?,9615
251,Which sports video game lets players manage full league schedules while utilizing real athlete rosters from the early 90s?,9615
252,What is the plot of the retro mystery title where a protagonist must clear his name after an explosion on a luxury ship?,5407
253,Which classic adventure title features a hostage situation involving a relic known as the Russian Fog?,5407
254,Can you identify the retro software developed by Sur de Wave that was released on platforms like the PC-9801 and Sega Mega CD?,5407
255,What application allows users to practice vocal performances and compare scores via the internet from their living room?,4948
256,Can you describe the interactive singing experience available for the Wii platform that includes guide vocals and pitch tracking?,4948
257,Is there a title that provides a digital catalog of musical tracks for home-based singing entertainment with a temporary access pass included?,4948
258,What interactive title allows users to experience the exploits of a young secret agent created by Anthony Horowitz?,2848
259,Can you provide details on the 2006 third-person action game featuring gadgets and stealth missions based on a teen espionage film?,2848
260,Which video game adaptation focuses on the heroic tasks of a teenage protagonist navigating high-stakes missions and vehicular sequences?,2848
261,Which classic professional basketball stars were featured in the 2011 entry of the popular sports simulation series?,5057
262,What was the marketing hook for the basketball game that followed the title focused on Michael Jordan's career?,5057
263,Can you identify the sports title released in early October 2011 that allowed users to compare historic and contemporary squads?,5057
264,What is the premise of the video game that follows a bounty hunter's pursuit of infamous criminals during the nineteenth-century frontier era?,1976
265,Can you provide details about the title that explores the harsh and legendary history of the American Old West?,1976
266,Which first-person shooter depicts the violent journey of a protagonist tracking down iconic outlaws throughout the Western United States?,1976
267,Which title published by Capcom in 2005 features five gangsters seeking revenge in an open city?,5745
268,What is the name of the Cavia-developed action RPG that allows players to recruit a team and explore Los Sombras?,5745
269,Can you identify the 2005 combat-focused console game where betrayed criminals fight to dismantle a secret syndicate?,5745
270,What is the title of the video game that features professional stock car athletes racing on public streets and historic circuits?,6848
271,"Can you provide details about the title that offers a casual, high-speed driving experience where users can use slipstreaming mechanics?",6848
272,Which software allows gamers to compete as prominent circuit participants on both conventional tracks and metropolitan locations?,6848
273,What is the plot of the classic video game featuring the wall-crawler where he teams up with the Fantastic Four?,4500
274,Can you provide information regarding the 1995 era title centered on Peter Parker facing a massive prison breakout?,4500
275,Which digital entry includes details about a superhero game involving web-slinging mechanics and a rogues gallery escape?,4500
276,What are the key plot points and campaign features included in the Red Alert 3 expansion?,759
277,Which notable actors and public figures appear in the live-action cinematics of this real-time strategy title?,759
278,Can you describe the narrative arc involving the character Yuriko Omega within the Red Alert 3 additional content?,759
279,What was the first add-on content released for the original Rockstar crime series set in the UK?,8235
280,Can you provide details about the 1999 expansion that utilized the classic top-down perspective and engine of the first open-world criminal simulation?,8235
281,Which supplementary title for the inaugural entry of the iconic vehicle-theft franchise is set during the swinging sixties?,8235
282,What is the gameplay mechanics overview for the title Worms: Battle Islands?,5291
283,Can you describe the primary features of the tactical combat game featuring warring invertebrates on volatile landscapes?,5291
284,Which entry in the classic artillery series involves tactical exchanges between creatures on breakable maps?,5291
285,What classic fighting title utilizes digitized actors and portrays a competition among lieutenants to lead a global criminal syndicate?,4325
286,Can you identify a retro game featuring 3D rendered environments where seven subordinates fight for control after their boss's assassination?,4325
287,Which 90s era combat game allows players to select characters with unique weaponry and personal techniques to succeed the Shadow King?,4325
288,What are the gameplay modes available in the classic digital indoor court competition simulation?,4440
289,Can you provide details about the competitive structure and saving mechanisms in this 90s era athletic title?,4440
290,Which sport-themed video game allows users to compete in a World League format against the CPU?,4440
291,What is the objective of the astronauts in the NASA simulation game set on the lunar surface?,10264
292,Which collaborative survival game involves repairing oxygen systems at a lunar outpost following a space rock collision?,10264
293,Can you describe the gameplay mechanics and goals of the space exploration title where players manage equipment to save a colony on the moon?,10264
294,What PC title lets you fly between planets and walk around your spacecraft without transition intervals?,9946
295,Can you describe a video game featuring a narrative about the Vanguard Colony Ship and open-world interstellar travel?,9946
296,Which independent sci-fi project offers full-scale planetary roaming and combat against extraterrestrial foes?,9946
297,Can you describe the unique blend of strategic planning and live action sequences found in the 1998 mob simulation game?,9230
298,What are the primary mechanics for managing underworld recruits and territory expansion in the classic strategy title about Prohibition-era rackets?,9230
299,How does the gameplay loop function when commanding criminal subordinates in the simulation title that requires balancing tactical turns with real-time execution?,9230
